Mês,Variável,Valor,Un
maio 1996,IPCA - Variação acumulada em 6 meses,6.95,%
maio 1996,IPCA - Variação acumulada no ano,5.31,%
maio 1996,IPCA - Variação acumulada em 12 meses,17.49,%
junho 1996,IPCA - Número-índice (base: dezembro de 1993 = 100),1325.8400000000000,Número-índice
junho 1996,IPCA - Variação mensal,1.19,%
junho 1996,IPCA - Variação acumulada em 3 meses,3.71,%
junho 1996,IPCA - Variação acumulada em 6 meses,6.56,%
junho 1996,IPCA - Variação acumulada no ano,6.56,%
junho 1996,IPCA - Variação acumulada em 12 meses,16.26,%
julho 1996,IPCA - Número-índice (base: dezembro de 1993 = 100),1340.5600000000000,Número-índice
julho 1996,IPCA - Variação mensal,1.11,%
julho 1996,IPCA - Variação acumulada em 3 meses,3.56,%
julho 1996,IPCA - Variação acumulada em 6 meses,6.32,%
julho 1996,IPCA - Variação acumulada no ano,7.74,%
julho 1996,IPCA - Variação acumulada em 12 meses,14.84,%
agosto 1996,IPCA - Número-índice (base: dezembro de 1993 = 100),1346.4600000000000,Número-índice
agosto 1996,IPCA - Variação mensal,0.44,%
agosto 1996,IPCA - Variação acumulada em 3 meses,2.76,%
agosto 1996,IPCA - Variação acumulada em 6 meses,5.70,%
agosto 1996,IPCA - Variação acumulada no ano,8.22,%
agosto 1996,IPCA - Variação acumulada em 12 meses,14.21,%
setembro 1996,IPCA - Número-índice (base: dezembro de 1993 = 100),1348.4800000000000,Número-índice
setembro 1996,IPCA - Variação mensal,0.15,%
setembro 1996,IPCA - Variação acumulada em 3 meses,1.71,%
setembro 1996,IPCA - Variação acumulada em 6 meses,5.49,%
setembro 1996,IPCA - Variação acumulada no ano,8.38,%
setembro 1996,IPCA - Variação acumulada em 12 meses,13.26,%
outubro 1996,IPCA - Número-índice (base: dezembro de 1993 = 100),1352.5300000000000,Número-índice
outubro 1996,IPCA - Variação mensal,0.30,%
outubro 1996,IPCA - Variação acumulada em 3 meses,0.89,%
outubro 1996,IPCA - Variação acumulada em 6 meses,4.49,%
outubro 1996,IPCA - Variação acumulada no ano,8.70,%
outubro 1996,IPCA - Variação acumulada em 12 meses,12.02,%
novembro 1996,IPCA - Número-índice (base: dezembro de 1993 = 100),1356.8600000000000,Número-índice
novembro 1996,IPCA - Variação mensal,0.32,%
novembro 1996,IPCA - Variação acumulada em 3 meses,0.77,%
novembro 1996,IPCA - Variação acumulada em 6 meses,3.56,%
novembro 1996,IPCA - Variação acumulada no ano,9.05,%
novembro 1996,IPCA - Variação acumulada em 12 meses,10.75,%
dezembro 1996,IPCA - Número-índice (base: dezembro de 1993 = 100),1363.2400000000000,Número-índice
dezembro 1996,IPCA - Variação mensal,0.47,%
dezembro 1996,IPCA - Variação acumulada em 3 meses,1.09,%
dezembro 1996,IPCA - Variação acumulada em 6 meses,2.82,%
dezembro 1996,IPCA - Variação acumulada no ano,9.56,%
dezembro 1996,IPCA - Variação acumulada em 12 meses,9.56,%
janeiro 1997,IPCA - Número-índice (base: dezembro de 1993 = 100),1379.3300000000000,Número-índice
janeiro 1997,IPCA - Variação mensal,1.18,%
janeiro 1997,IPCA - Variação acumulada em 3 meses,1.98,%
janeiro 1997,IPCA - Variação acumulada em 6 meses,2.89,%
janeiro 1997,IPCA - Variação acumulada no ano,1.18,%
janeiro 1997,IPCA - Variação acumulada em 12 meses,9.39,%
fevereiro 1997,IPCA - Número-índice (base: dezembro de 1993 = 100),1386.2300000000000,Número-índice
fevereiro 1997,IPCA - Variação mensal,0.50,%
fevereiro 1997,IPCA - Variação acumulada em 3 meses,2.16,%
fevereiro 1997,IPCA - Variação acumulada em 6 meses,2.95,%
fevereiro 1997,IPCA - Variação acumulada no ano,1.69,%
fevereiro 1997,IPCA - Variação acumulada em 12 meses,8.82,%
março 1997,IPCA - Número-índice (base: dezembro de 1993 = 100),1393.3000000000000,Número-índice
março 1997,IPCA - Variação mensal,0.51,%
março 1997,IPCA - Variação acumulada em 3 meses,2.21,%
março 1997,IPCA - Variação acumulada em 6 meses,3.32,%
março 1997,IPCA - Variação acumulada no ano,2.21,%
março 1997,IPCA - Variação acumulada em 12 meses,8.99,%
abril 1997,IPCA - Número-índice (base: dezembro de 1993 = 100),1405.5600000000000,Número-índice
abril 1997,IPCA - Variação mensal,0.88,%
abril 1997,IPCA - Variação acumulada em 3 meses,1.90,%
abril 1997,IPCA - Variação acumulada em 6 meses,3.92,%
abril 1997,IPCA - Variação acumulada no ano,3.10,%
abril 1997,IPCA - Variação acumulada em 12 meses,8.58,%
maio 1997,IPCA - Número-índice (base: dezembro de 1993 = 100),1411.3200000000000,Número-índice
maio 1997,IPCA - Variação mensal,0.41,%
maio 1997,IPCA - Variação acumulada em 3 meses,1.81,%
maio 1997,IPCA - Variação acumulada em 6 meses,4.01,%
maio 1997,IPCA - Variação acumulada no ano,3.53,%
maio 1997,IPCA - Variação acumulada em 12 meses,7.71,%
junho 1997,IPCA - Número-índice (base: dezembro de 1993 = 100),1418.9400000000000,Número-índice
junho 1997,IPCA - Variação mensal,0.54,%
junho 1997,IPCA - Variação acumulada em 3 meses,1.84,%
junho 1997,IPCA - Variação acumulada em 6 meses,4.09,%
junho 1997,IPCA - Variação acumulada no ano,4.09,%
junho 1997,IPCA - Variação acumulada em 12 meses,7.02,%
julho 1997,IPCA - Número-índice (base: dezembro de 1993 = 100),1422.0600000000000,Número-índice
julho 1997,IPCA - Variação mensal,0.22,%
julho 1997,IPCA - Variação acumulada em 3 meses,1.17,%
julho 1997,IPCA - Variação acumulada em 6 meses,3.10,%
julho 1997,IPCA - Variação acumulada no ano,4.31,%
julho 1997,IPCA - Variação acumulada em 12 meses,6.08,%
agosto 1997,IPCA - Número-índice (base: dezembro de 1993 = 100),1421.7800000000000,Número-índice
agosto 1997,IPCA - Variação mensal,-0.02,%
agosto 1997,IPCA - Variação acumulada em 3 meses,0.74,%
agosto 1997,IPCA - Variação acumulada em 6 meses,2.56,%
agosto 1997,IPCA - Variação acumulada no ano,4.29,%
agosto 1997,IPCA - Variação acumulada em 12 meses,5.59,%
setembro 1997,IPCA - Número-índice (base: dezembro de 1993 = 100),1422.6300000000000,Número-índice
setembro 1997,IPCA - Variação mensal,0.06,%
setembro 1997,IPCA - Variação acumulada em 3 meses,0.26,%
setembro 1997,IPCA - Variação acumulada em 6 meses,2.11,%
setembro 1997,IPCA - Variação acumulada no ano,4.36,%
setembro 1997,IPCA - Variação acumulada em 12 meses,5.50,%
outubro 1997,IPCA - Número-índice (base: dezembro de 1993 = 100),1425.9000000000000,Número-índice
outubro 1997,IPCA - Variação mensal,0.23,%
outubro 1997,IPCA - Variação acumulada em 3 meses,0.27,%
outubro 1997,IPCA - Variação acumulada em 6 meses,1.45,%
outubro 1997,IPCA - Variação acumulada no ano,4.60,%
outubro 1997,IPCA - Variação acumulada em 12 meses,5.42,%
novembro 1997,IPCA - Número-índice (base: dezembro de 1993 = 100),1428.3200000000000,Número-índice
novembro 1997,IPCA - Variação mensal,0.17,%
novembro 1997,IPCA - Variação acumulada em 3 meses,0.46,%
novembro 1997,IPCA - Variação acumulada em 6 meses,1.20,%
novembro 1997,IPCA - Variação acumulada no ano,4.77,%
novembro 1997,IPCA - Variação acumulada em 12 meses,5.27,%
dezembro 1997,IPCA - Número-índice (base: dezembro de 1993 = 100),1434.4600000000000,Número-índice
dezembro 1997,IPCA - Variação mensal,0.43,%
dezembro 1997,IPCA - Variação acumulada em 3 meses,0.83,%
dezembro 1997,IPCA - Variação acumulada em 6 meses,1.09,%
dezembro 1997,IPCA - Variação acumulada no ano,5.22,%
dezembro 1997,IPCA - Variação acumulada em 12 meses,5.22,%
janeiro 1998,IPCA - Número-índice (base: dezembro de 1993 = 100),1444.6400000000000,Número-índice
janeiro 1998,IPCA - Variação mensal,0.71,%
janeiro 1998,IPCA - Variação acumulada em 3 meses,1.31,%
janeiro 1998,IPCA - Variação acumulada em 6 meses,1.59,%
janeiro 1998,IPCA - Variação acumulada no ano,0.71,%
janeiro 1998,IPCA - Variação acumulada em 12 meses,4.73,%
fevereiro 1998,IPCA - Número-índice (base: dezembro de 1993 = 100),1451.2900000000000,Número-índice
fevereiro 1998,IPCA - Variação mensal,0.46,%
fevereiro 1998,IPCA - Variação acumulada em 3 meses,1.61,%
fevereiro 1998,IPCA - Variação acumulada em 6 meses,2.08,%
fevereiro 1998,IPCA - Variação acumulada no ano,1.17,%
fevereiro 1998,IPCA - Variação acumulada em 12 meses,4.69,%
março 1998,IPCA - Número-índice (base: dezembro de 1993 = 100),1456.2200000000000,Número-índice
março 1998,IPCA - Variação mensal,0.34,%
março 1998,IPCA - Variação acumulada em 3 meses,1.52,%
março 1998,IPCA - Variação acumulada em 6 meses,2.36,%
março 1998,IPCA - Variação acumulada no ano,1.52,%
março 1998,IPCA - Variação acumulada em 12 meses,4.52,%
abril 1998,IPCA - Número-índice (base: dezembro de 1993 = 100),1459.7100000000000,Número-índice
abril 1998,IPCA - Variação mensal,0.24,%
abril 1998,IPCA - Variação acumulada em 3 meses,1.04,%
abril 1998,IPCA - Variação acumulada em 6 meses,2.37,%
abril 1998,IPCA - Variação acumulada no ano,1.76,%
abril 1998,IPCA - Variação acumulada em 12 meses,3.85,%
maio 1998,IPCA - Número-índice (base: dezembro de 1993 = 100),1467.0100000000000,Número-índice
maio 1998,IPCA - Variação mensal,0.50,%
maio 1998,IPCA - Variação acumulada em 3 meses,1.08,%
maio 1998,IPCA - Variação acumulada em 6 meses,2.71,%
maio 1998,IPCA - Variação acumulada no ano,2.27,%
maio 1998,IPCA - Variação acumulada em 12 meses,3.95,%
junho 1998,IPCA - Número-índice (base: dezembro de 1993 = 100),1467.3000000000000,Número-índice
junho 1998,IPCA - Variação mensal,0.02,%
junho 1998,IPCA - Variação acumulada em 3 meses,0.76,%
junho 1998,IPCA - Variação acumulada em 6 meses,2.29,%
junho 1998,IPCA - Variação acumulada no ano,2.29,%
junho 1998,IPCA - Variação acumulada em 12 meses,3.41,%
julho 1998,IPCA - Número-índice (base: dezembro de 1993 = 100),1465.5400000000000,Número-índice
julho 1998,IPCA - Variação mensal,-0.12,%
julho 1998,IPCA - Variação acumulada em 3 meses,0.40,%
julho 1998,IPCA - Variação acumulada em 6 meses,1.45,%
julho 1998,IPCA - Variação acumulada no ano,2.17,%
julho 1998,IPCA - Variação acumulada em 12 meses,3.06,%
agosto 1998,IPCA - Número-índice (base: dezembro de 1993 = 100),1458.0700000000000,Número-índice
agosto 1998,IPCA - Variação mensal,-0.51,%
agosto 1998,IPCA - Variação acumulada em 3 meses,-0.61,%
agosto 1998,IPCA - Variação acumulada em 6 meses,0.47,%
agosto 1998,IPCA - Variação acumulada no ano,1.65,%
agosto 1998,IPCA - Variação acumulada em 12 meses,2.55,%
setembro 1998,IPCA - Número-índice (base: dezembro de 1993 = 100),1454.8600000000000,Número-índice
setembro 1998,IPCA - Variação mensal,-0.22,%
setembro 1998,IPCA - Variação acumulada em 3 meses,-0.85,%
setembro 1998,IPCA - Variação acumulada em 6 meses,-0.09,%
setembro 1998,IPCA - Variação acumulada no ano,1.42,%
setembro 1998,IPCA - Variação acumulada em 12 meses,2.27,%
outubro 1998,IPCA - Número-índice (base: dezembro de 1993 = 100),1455.1500000000000,Número-índice
outubro 1998,IPCA - Variação mensal,0.02,%
outubro 1998,IPCA - Variação acumulada em 3 meses,-0.71,%
outubro 1998,IPCA - Variação acumulada em 6 meses,-0.31,%
outubro 1998,IPCA - Variação acumulada no ano,1.44,%
outubro 1998,IPCA - Variação acumulada em 12 meses,2.05,%
novembro 1998,IPCA - Número-índice (base: dezembro de 1993 = 100),1453.4000000000000,Número-índice
novembro 1998,IPCA - Variação mensal,-0.12,%
novembro 1998,IPCA - Variação acumulada em 3 meses,-0.32,%
novembro 1998,IPCA - Variação acumulada em 6 meses,-0.93,%
novembro 1998,IPCA - Variação acumulada no ano,1.32,%
novembro 1998,IPCA - Variação acumulada em 12 meses,1.76,%
dezembro 1998,IPCA - Número-índice (base: dezembro de 1993 = 100),1458.2000000000000,Número-índice
dezembro 1998,IPCA - Variação mensal,0.33,%
dezembro 1998,IPCA - Variação acumulada em 3 meses,0.23,%
dezembro 1998,IPCA - Variação acumulada em 6 meses,-0.62,%
dezembro 1998,IPCA - Variação acumulada no ano,1.65,%
dezembro 1998,IPCA - Variação acumulada em 12 meses,1.65,%
janeiro 1999,IPCA - Número-índice (base: dezembro de 1993 = 100),1468.4100000000000,Número-índice
janeiro 1999,IPCA - Variação mensal,0.70,%
janeiro 1999,IPCA - Variação acumulada em 3 meses,0.91,%
janeiro 1999,IPCA - Variação acumulada em 6 meses,0.20,%
janeiro 1999,IPCA - Variação acumulada no ano,0.70,%
janeiro 1999,IPCA - Variação acumulada em 12 meses,1.65,%
fevereiro 1999,IPCA - Número-índice (base: dezembro de 1993 = 100),1483.8300000000000,Número-índice
fevereiro 1999,IPCA - Variação mensal,1.05,%
fevereiro 1999,IPCA - Variação acumulada em 3 meses,2.09,%
fevereiro 1999,IPCA - Variação acumulada em 6 meses,1.77,%
fevereiro 1999,IPCA - Variação acumulada no ano,1.76,%
fevereiro 1999,IPCA - Variação acumulada em 12 meses,2.24,%
março 1999,IPCA - Número-índice (base: dezembro de 1993 = 100),1500.1500000000000,Número-índice
março 1999,IPCA - Variação mensal,1.10,%
março 1999,IPCA - Variação acumulada em 3 meses,2.88,%
março 1999,IPCA - Variação acumulada em 6 meses,3.11,%
março 1999,IPCA - Variação acumulada no ano,2.88,%
março 1999,IPCA - Variação acumulada em 12 meses,3.02,%
abril 1999,IPCA - Número-índice (base: dezembro de 1993 = 100),1508.5500000000000,Número-índice
abril 1999,IPCA - Variação mensal,0.56,%
abril 1999,IPCA - Variação acumulada em 3 meses,2.73,%
abril 1999,IPCA - Variação acumulada em 6 meses,3.67,%
abril 1999,IPCA - Variação acumulada no ano,3.45,%
abril 1999,IPCA - Variação acumulada em 12 meses,3.35,%
maio 1999,IPCA - Número-índice (base: dezembro de 1993 = 100),1513.0800000000000,Número-índice
maio 1999,IPCA - Variação mensal,0.30,%
maio 1999,IPCA - Variação acumulada em 3 meses,1.97,%
maio 1999,IPCA - Variação acumulada em 6 meses,4.11,%
maio 1999,IPCA - Variação acumulada no ano,3.76,%
maio 1999,IPCA - Variação acumulada em 12 meses,3.14,%
junho 1999,IPCA - Número-índice (base: dezembro de 1993 = 100),1515.9500000000000,Número-índice
junho 1999,IPCA - Variação mensal,0.19,%
junho 1999,IPCA - Variação acumulada em 3 meses,1.05,%
junho 1999,IPCA - Variação acumulada em 6 meses,3.96,%
junho 1999,IPCA - Variação acumulada no ano,3.96,%
junho 1999,IPCA - Variação acumulada em 12 meses,3.32,%
julho 1999,IPCA - Número-índice (base: dezembro de 1993 = 100),1532.4700000000000,Número-índice
julho 1999,IPCA - Variação mensal,1.09,%
julho 1999,IPCA - Variação acumulada em 3 meses,1.59,%
julho 1999,IPCA - Variação acumulada em 6 meses,4.36,%
julho 1999,IPCA - Variação acumulada no ano,5.09,%
julho 1999,IPCA - Variação acumulada em 12 meses,4.57,%
agosto 1999,IPCA - Número-índice (base: dezembro de 1993 = 100),1541.0500000000000,Número-índice
agosto 1999,IPCA - Variação mensal,0.56,%
agosto 1999,IPCA - Variação acumulada em 3 meses,1.85,%
agosto 1999,IPCA - Variação acumulada em 6 meses,3.86,%
agosto 1999,IPCA - Variação acumulada no ano,5.68,%
agosto 1999,IPCA - Variação acumulada em 12 meses,5.69,%
setembro 1999,IPCA - Número-índice (base: dezembro de 1993 = 100),1545.8300000000000,Número-índice
setembro 1999,IPCA - Variação mensal,0.31,%
setembro 1999,IPCA - Variação acumulada em 3 meses,1.97,%
setembro 1999,IPCA - Variação acumulada em 6 meses,3.05,%
setembro 1999,IPCA - Variação acumulada no ano,6.01,%
setembro 1999,IPCA - Variação acumulada em 12 meses,6.25,%
outubro 1999,IPCA - Número-índice (base: dezembro de 1993 = 100),1564.2300000000000,Número-índice
outubro 1999,IPCA - Variação mensal,1.19,%
outubro 1999,IPCA - Variação acumulada em 3 meses,2.07,%
outubro 1999,IPCA - Variação acumulada em 6 meses,3.69,%
outubro 1999,IPCA - Variação acumulada no ano,7.27,%
outubro 1999,IPCA - Variação acumulada em 12 meses,7.50,%
novembro 1999,IPCA - Número-índice (base: dezembro de 1993 = 100),1579.0900000000000,Número-índice
novembro 1999,IPCA - Variação mensal,0.95,%
novembro 1999,IPCA - Variação acumulada em 3 meses,2.47,%
novembro 1999,IPCA - Variação acumulada em 6 meses,4.36,%
novembro 1999,IPCA - Variação acumulada no ano,8.29,%
novembro 1999,IPCA - Variação acumulada em 12 meses,8.65,%
dezembro 1999,IPCA - Número-índice (base: dezembro de 1993 = 100),1588.5600000000000,Número-índice
dezembro 1999,IPCA - Variação mensal,0.60,%
dezembro 1999,IPCA - Variação acumulada em 3 meses,2.76,%
dezembro 1999,IPCA - Variação acumulada em 6 meses,4.79,%
dezembro 1999,IPCA - Variação acumulada no ano,8.94,%
dezembro 1999,IPCA - Variação acumulada em 12 meses,8.94,%
janeiro 2000,IPCA - Número-índice (base: dezembro de 1993 = 100),1598.4100000000000,Número-índice
janeiro 2000,IPCA - Variação mensal,0.62,%
janeiro 2000,IPCA - Variação acumulada em 3 meses,2.19,%
janeiro 2000,IPCA - Variação acumulada em 6 meses,4.30,%
janeiro 2000,IPCA - Variação acumulada no ano,0.62,%
janeiro 2000,IPCA - Variação acumulada em 12 meses,8.85,%
fevereiro 2000,IPCA - Número-índice (base: dezembro de 1993 = 100),1600.4900000000000,Número-índice
fevereiro 2000,IPCA - Variação mensal,0.13,%
fevereiro 2000,IPCA - Variação acumulada em 3 meses,1.36,%
fevereiro 2000,IPCA - Variação acumulada em 6 meses,3.86,%
fevereiro 2000,IPCA - Variação acumulada no ano,0.75,%
fevereiro 2000,IPCA - Variação acumulada em 12 meses,7.86,%
março 2000,IPCA - Número-índice (base: dezembro de 1993 = 100),1604.0100000000000,Número-índice
março 2000,IPCA - Variação mensal,0.22,%
março 2000,IPCA - Variação acumulada em 3 meses,0.97,%
março 2000,IPCA - Variação acumulada em 6 meses,3.76,%
março 2000,IPCA - Variação acumulada no ano,0.97,%
março 2000,IPCA - Variação acumulada em 12 meses,6.92,%
abril 2000,IPCA - Número-índice (base: dezembro de 1993 = 100),1610.7500000000000,Número-índice
abril 2000,IPCA - Variação mensal,0.42,%
abril 2000,IPCA - Variação acumulada em 3 meses,0.77,%
abril 2000,IPCA - Variação acumulada em 6 meses,2.97,%
abril 2000,IPCA - Variação acumulada no ano,1.40,%
