compra,venda,data
3.631,3.6318,16-12-2002
3.5819,3.5827,17-12-2002
3.5308,3.5316,18-12-2002
3.5039,3.5047,19-12-2002
3.427,3.4278,20-12-2002
3.4939,3.4947,23-12-2002
3.5002,3.501,24-12-2002
3.5243,3.5251,26-12-2002
3.5405,3.5413,27-12-2002
3.5325,3.5333,30-12-2002
3.5325,3.5333,31-12-2002
3.5216,3.5224,02-01-2003
3.469,3.4698,03-01-2003
3.3656,3.3664,06-01-2003
3.3415,3.3423,07-01-2003
3.3116,3.3124,08-01-2003
3.3289,3.3297,09-01-2003
3.291,3.2918,10-01-2003
3.2948,3.2956,13-01-2003
3.275,3.2758,14-01-2003
3.2975,3.2983,15-01-2003
3.2929,3.2937,16-01-2003
3.3624,3.3632,17-01-2003
3.4095,3.4103,20-01-2003
3.4394,3.4402,21-01-2003
3.5181,3.5189,22-01-2003
3.4893,3.4901,23-01-2003
3.5915,3.5923,24-01-2003
3.6615,3.6623,27-01-2003
3.6304,3.6312,28-01-2003
3.6409,3.6417,29-01-2003
3.5688,3.5696,30-01-2003
3.525,3.5258,31-01-2003
3.4922,3.493,03-02-2003
3.5398,3.5406,04-02-2003
3.5837,3.5845,05-02-2003
3.6037,3.6045,06-02-2003
3.5794,3.5802,07-02-2003
3.6034,3.6042,10-02-2003
3.5729,3.5737,11-02-2003
3.5995,3.6003,12-02-2003
3.6351,3.6359,13-02-2003
3.6572,3.658,14-02-2003
3.6224,3.6232,17-02-2003
3.5881,3.5889,18-02-2003
3.5927,3.5935,19-02-2003
3.6059,3.6067,20-02-2003
3.6089,3.6097,21-02-2003
3.5862,3.587,24-02-2003
3.6005,3.6013,25-02-2003
3.5809,3.5817,26-02-2003
3.5842,3.585,27-02-2003
3.5624,3.5632,28-02-2003
3.5629,3.5637,05-03-2003
3.5252,3.526,06-03-2003
3.5002,3.501,07-03-2003
3.5273,3.5281,10-03-2003
3.5053,3.5061,11-03-2003
3.4755,3.4763,12-03-2003
3.4285,3.4293,13-03-2003
3.395,3.3958,14-03-2003
3.4434,3.4442,17-03-2003
3.43,3.4308,18-03-2003
3.4568,3.4576,19-03-2003
3.4822,3.483,20-03-2003
3.4454,3.4462,21-03-2003
3.4062,3.407,24-03-2003
3.3884,3.3892,25-03-2003
3.3739,3.3747,26-03-2003
3.4023,3.4031,27-03-2003
3.3749,3.3757,28-03-2003
3.3523,3.3531,31-03-2003
3.3351,3.3359,01-04-2003
3.2787,3.2795,02-04-2003
3.2555,3.2563,03-04-2003
3.2461,3.2469,04-04-2003
3.1715,3.1723,07-04-2003
3.1641,3.1649,08-04-2003
3.1849,3.1857,09-04-2003
3.2149,3.2157,10-04-2003
3.2139,3.2147,11-04-2003
3.181,3.1818,14-04-2003
3.1146,3.1154,15-04-2003
3.0744,3.0752,16-04-2003
3.0281,3.0289,17-04-2003
3.0631,3.0639,22-04-2003
3.0139,3.0147,23-04-2003
3.0021,3.0029,24-04-2003
3.0115,3.0123,25-04-2003
2.9907,2.9915,28-04-2003
2.9243,2.9251,29-04-2003
2.889,2.8898,30-04-2003
2.9151,2.9159,02-05-2003
2.9837,2.9845,05-05-2003
3.0269,3.0277,06-05-2003
2.9631,2.9639,07-05-2003
2.9169,2.9177,08-05-2003
2.8794,2.8802,09-05-2003
2.8749,2.8757,12-05-2003
2.8645,2.8653,13-05-2003
2.8894,2.8902,14-05-2003
2.9298,2.9306,15-05-2003
2.9723,2.9731,16-05-2003
2.9807,2.9815,19-05-2003
3.0133,3.0141,20-05-2003
3.0101,3.0109,21-05-2003
2.9834,2.9842,22-05-2003
2.9437,2.9445,23-05-2003
2.9557,2.9565,26-05-2003
3.0249,3.0257,27-05-2003
3.0132,3.014,28-05-2003
2.948,2.9488,29-05-2003
2.9648,2.9656,30-05-2003
2.9772,2.978,02-06-2003
2.9632,2.964,03-06-2003
2.9104,2.9112,04-06-2003
2.8921,2.8929,05-06-2003
2.8483,2.8491,06-06-2003
2.8674,2.8682,09-06-2003
2.8595,2.8603,10-06-2003
2.8684,2.8692,11-06-2003
2.8612,2.862,12-06-2003
2.8562,2.857,13-06-2003
2.85,2.8508,16-06-2003
2.8736,2.8744,17-06-2003
2.8894,2.8902,18-06-2003
2.8925,2.8933,20-06-2003
2.878,2.8788,23-06-2003
2.8608,2.8616,24-06-2003
2.8551,2.8559,25-06-2003
2.8932,2.894,26-06-2003
2.8804,2.8812,27-06-2003
2.8712,2.872,30-06-2003
2.8435,2.8443,01-07-2003
2.8211,2.8219,02-07-2003
2.8324,2.8332,03-07-2003
2.8291,2.8299,04-07-2003
2.8668,2.8676,07-07-2003
2.8815,2.8823,08-07-2003
2.8663,2.8671,09-07-2003
2.8914,2.8922,10-07-2003
2.9021,2.9029,11-07-2003
2.8745,2.8753,14-07-2003
2.8546,2.8554,15-07-2003
2.8669,2.8677,16-07-2003
2.8555,2.8563,17-07-2003
2.8766,2.8774,18-07-2003
2.882,2.8828,21-07-2003
2.8818,2.8826,22-07-2003
2.887,2.8878,23-07-2003
2.8953,2.8961,24-07-2003
2.8877,2.8885,25-07-2003
2.8957,2.8965,28-07-2003
2.9147,2.9155,29-07-2003
2.9465,2.9473,30-07-2003
2.9647,2.9655,31-07-2003
2.9998,3.0006,01-08-2003
3.0732,3.074,04-08-2003
3.0358,3.0366,05-08-2003
3.0382,3.039,06-08-2003
3.0061,3.0069,07-08-2003
2.9884,2.9892,08-08-2003
2.9937,2.9945,11-08-2003
3.0229,3.0237,12-08-2003
3.0301,3.0309,13-08-2003
3.0132,3.014,14-08-2003
2.9922,2.993,15-08-2003
2.984,2.9848,18-08-2003
2.9965,2.9973,19-08-2003
3.0002,3.001,20-08-2003
3.0024,3.0032,21-08-2003
2.9918,2.9926,22-08-2003
2.9887,2.9895,25-08-2003
2.9888,2.9896,26-08-2003
2.9726,2.9734,27-08-2003
2.9523,2.9531,28-08-2003
2.9657,2.9665,29-08-2003
2.9832,2.984,01-09-2003
2.9781,2.9789,02-09-2003
2.956,2.9568,03-09-2003
2.941,2.9418,04-09-2003
2.9208,2.9216,05-09-2003
2.9147,2.9155,08-09-2003
2.9298,2.9306,09-09-2003
2.9117,2.9125,10-09-2003
2.8983,2.8991,11-09-2003
2.8951,2.8959,12-09-2003
2.889,2.8898,15-09-2003
2.8959,2.8967,16-09-2003
2.9049,2.9057,17-09-2003
2.8967,2.8975,18-09-2003
2.9057,2.9065,19-09-2003
2.9013,2.9021,22-09-2003
2.9137,2.9145,23-09-2003
2.9236,2.9244,24-09-2003
2.9298,2.9306,25-09-2003
2.9365,2.9373,26-09-2003
2.9366,2.9374,29-09-2003
2.9226,2.9234,30-09-2003
2.9026,2.9034,01-10-2003
2.8981,2.8989,02-10-2003
2.8867,2.8875,03-10-2003
2.8745,2.8753,06-10-2003
2.8693,2.8701,07-10-2003
2.8436,2.8444,08-10-2003
2.8414,2.8422,09-10-2003
2.8393,2.8401,10-10-2003
2.8363,2.8371,13-10-2003
2.8417,2.8425,14-10-2003
2.826,2.8268,15-10-2003
2.8401,2.8409,16-10-2003
2.8627,2.8635,17-10-2003
2.8831,2.8839,20-10-2003
2.8634,2.8642,21-10-2003
2.8594,2.8602,22-10-2003
2.869,2.8698,23-10-2003
2.8687,2.8695,24-10-2003
2.872,2.8728,27-10-2003
2.8667,2.8675,28-10-2003
2.8529,2.8537,29-10-2003
2.8432,2.844,30-10-2003
2.8554,2.8562,31-10-2003
2.8551,2.8559,03-11-2003
2.8599,2.8607,04-11-2003
2.8588,2.8596,05-11-2003
2.87,2.8708,06-11-2003
2.8691,2.8699,07-11-2003
2.8799,2.8807,10-11-2003
2.8947,2.8955,11-11-2003
2.9104,2.9112,12-11-2003
2.9188,2.9196,13-11-2003
2.941,2.9418,14-11-2003
2.9538,2.9546,17-11-2003
2.9413,2.9421,18-11-2003
2.9499,2.9507,19-11-2003
2.9472,2.948,20-11-2003
2.9293,2.9301,21-11-2003
2.9262,2.927,24-11-2003
2.9238,2.9246,25-11-2003
2.9353,2.9361,26-11-2003
2.9469,2.9477,27-11-2003
2.9486,2.9494,28-11-2003
2.9333,2.9341,01-12-2003
2.9265,2.9273,02-12-2003
2.9308,2.9316,03-12-2003
2.9395,2.9403,04-12-2003
2.939,2.9398,05-12-2003
2.9414,2.9422,08-12-2003
2.9342,2.935,09-12-2003
2.9421,2.9429,10-12-2003
2.9426,2.9434,11-12-2003
2.9412,2.942,12-12-2003
2.9285,2.9293,15-12-2003
2.9312,2.932,16-12-2003
2.9373,2.9381,17-12-2003
2.9333,2.9341,18-12-2003
2.927,2.9278,19-12-2003
2.9231,2.9239,22-12-2003
2.9167,2.9175,23-12-2003
2.9074,2.9082,24-12-2003
2.8986,2.8994,26-12-2003
2.8875,2.8883,29-12-2003
2.8884,2.8892,30-12-2003
2.8884,2.8892,31-12-2003
2.8854,2.8862,02-01-2004
2.8619,2.8627,05-01-2004
2.85,2.8508,06-01-2004
2.8715,2.8723,07-01-2004
2.858,2.8588,08-01-2004
2.8414,2.8422,09-01-2004
2.8155,2.8163,12-01-2004
2.8014,2.8022,13-01-2004
2.8134,2.8142,14-01-2004
2.8118,2.8126,15-01-2004
2.8176,2.8184,16-01-2004
2.8411,2.8419,19-01-2004
2.8374,2.8382,20-01-2004
2.8409,2.8417,21-01-2004
2.8409,2.8417,22-01-2004
2.8427,2.8435,23-01-2004
2.8423,2.8431,26-01-2004
2.8579,2.8587,27-01-2004
2.8777,2.8785,28-01-2004
2.9228,2.9236,29-01-2004
2.9401,2.9409,30-01-2004
2.9478,2.9486,02-02-2004
2.9318,2.9326,03-02-2004
2.9098,2.9106,04-02-2004
2.9327,2.9335,05-02-2004
2.9492,2.95,06-02-2004
2.9333,2.9341,09-02-2004
2.919,2.9198,10-02-2004
2.9245,2.9253,11-02-2004
2.9034,2.9042,12-02-2004
2.9077,2.9085,13-02-2004
2.9058,2.9066,16-02-2004
2.9117,2.9125,17-02-2004
2.9288,2.9296,18-02-2004
2.9501,2.9509,19-02-2004
2.987,2.9878,20-02-2004
2.9395,2.9403,25-02-2004
2.9361,2.9369,26-02-2004
2.913,2.9138,27-02-2004
2.8937,2.8945,01-03-2004
2.9078,2.9086,02-03-2004
2.8804,2.8812,03-03-2004
2.887,2.8878,04-03-2004
2.8782,2.879,05-03-2004
2.8744,2.8752,08-03-2004
2.875,2.8758,09-03-2004
2.8883,2.8891,10-03-2004
2.9124,2.9132,11-03-2004
2.9055,2.9063,12-03-2004
2.9005,2.9013,15-03-2004
2.8993,2.9001,16-03-2004
2.9062,2.907,17-03-2004
2.9127,2.9135,18-03-2004
2.8992,2.9,19-03-2004
2.9099,2.9107,22-03-2004
2.9136,2.9144,23-03-2004
2.9256,2.9264,24-03-2004
2.9329,2.9337,25-03-2004
2.9402,2.941,26-03-2004
2.9357,2.9365,29-03-2004
2.9208,2.9216,30-03-2004
2.9078,2.9086,31-03-2004
2.8896,2.8904,01-04-2004
2.8922,2.893,02-04-2004
2.8843,2.8851,05-04-2004
2.8735,2.8743,06-04-2004
2.8765,2.8773,07-04-2004
2.8794,2.8802,08-04-2004
2.8847,2.8855,12-04-2004
2.8843,2.8851,13-04-2004
2.8948,2.8956,14-04-2004
2.9056,2.9064,15-04-2004
2.9145,2.9153,16-04-2004
2.9093,2.9101,19-04-2004
2.9178,2.9186,20-04-2004
2.9297,2.9305,22-04-2004
2.9165,2.9173,23-04-2004
2.9077,2.9085,26-04-2004
2.9153,2.9161,27-04-2004
2.9327,2.9335,28-04-2004
2.9514,2.9522,29-04-2004
2.9439,2.9447,30-04-2004
2.9561,2.9569,03-05-2004
2.9688,2.9696,04-05-2004
2.9608,2.9616,05-05-2004
2.9891,2.9899,06-05-2004
3.0496,3.0504,07-05-2004
3.1241,3.1249,10-05-2004
3.1043,3.1051,11-05-2004
3.1203,3.1211,12-05-2004
3.1271,3.1279,13-05-2004
3.0974,3.0982,14-05-2004
3.1212,3.122,17-05-2004
3.1161,3.1169,18-05-2004
3.1051,3.1059,19-05-2004
3.1805,3.1813,20-05-2004
3.2043,3.2051,21-05-2004
3.179,3.1798,24-05-2004
3.1568,3.1576,25-05-2004
3.1562,3.157,26-05-2004
3.1516,3.1524,27-05-2004
3.0953,3.0961,28-05-2004
3.1283,3.1291,31-05-2004
3.1559,3.1567,01-06-2004
3.1294,3.1302,02-06-2004
3.1435,3.1443,03-06-2004
3.1327,3.1335,04-06-2004
3.1111,3.1119,07-06-2004
3.1147,3.1155,08-06-2004
3.1158,3.1166,09-06-2004
3.1394,3.1402,11-06-2004
3.1643,3.1651,14-06-2004
3.1372,3.138,15-06-2004
3.1397,3.1405,16-06-2004
3.1272,3.128,17-06-2004
3.138,3.1388,18-06-2004
3.129,3.1298,21-06-2004
3.1333,3.1341,22-06-2004
3.125,3.1258,23-06-2004
3.1022,3.103,24-06-2004
3.1088,3.1096,25-06-2004
3.1239,3.1247,28-06-2004
3.1175,3.1183,29-06-2004
3.1067,3.1075,30-06-2004
3.0739,3.0747,01-07-2004
3.0494,3.0502,02-07-2004
3.0308,3.0316,05-07-2004
3.041,3.0418,06-07-2004
3.0359,3.0367,07-07-2004
3.0467,3.0475,08-07-2004
3.0421,3.0429,09-07-2004
3.0363,3.0371,12-07-2004
3.0412,3.042,13-07-2004
3.0276,3.0284,14-07-2004
3.0207,3.0215,15-07-2004
3.0013,3.0021,16-07-2004
2.9931,2.9939,19-07-2004
3.0033,3.0041,20-07-2004
3.0239,3.0247,21-07-2004
3.0384,3.0392,22-07-2004
3.0457,3.0465,23-07-2004
3.0565,3.0573,26-07-2004
3.0662,3.067,27-07-2004
3.0549,3.0557,28-07-2004
3.0366,3.0374,29-07-2004
3.026,3.0268,30-07-2004
3.0458,3.0466,02-08-2004
3.0542,3.055,03-08-2004
3.0571,3.0579,04-08-2004
3.0629,3.0637,05-08-2004
3.0481,3.0489,06-08-2004
3.0388,3.0396,09-08-2004
3.0277,3.0285,10-08-2004
3.0384,3.0392,11-08-2004
3.0299,3.0307,12-08-2004
3.0227,3.0235,13-08-2004
3.0138,3.0146,16-08-2004
2.9981,2.9989,17-08-2004
2.9914,2.9922,18-08-2004
2.9785,2.9793,19-08-2004
2.9734,2.9742,20-08-2004
2.9679,2.9687,23-08-2004
2.9568,2.9576,24-08-2004
2.9504,2.9512,25-08-2004
2.9533,2.9541,26-08-2004
2.9563,2.9571,27-08-2004
2.948,2.9488,30-08-2004
2.933,2.9338,31-08-2004
2.929,2.9298,01-09-2004
2.9353,2.9361,02-09-2004
2.9281,2.9289,03-09-2004
2.9134,2.9142,06-09-2004
2.9006,2.9014,08-09-2004
2.902,2.9028,09-09-2004
2.898,2.8988,10-09-2004
2.9052,2.906,13-09-2004
2.9117,2.9125,14-09-2004
2.9034,2.9042,15-09-2004
2.8884,2.8892,16-09-2004
2.8736,2.8744,17-09-2004
2.8668,2.8676,20-09-2004
2.8729,2.8737,21-09-2004
2.8669,2.8677,22-09-2004
2.8717,2.8725,23-09-2004
2.8727,2.8735,24-09-2004
2.872,2.8728,27-09-2004
2.8684,2.8692,28-09-2004
2.8594,2.8602,29-09-2004
2.8578,2.8586,30-09-2004
2.8505,2.8513,01-10-2004
2.8257,2.8265,04-10-2004
2.8233,2.8241,05-10-2004
2.8354,2.8362,06-10-2004
2.851,2.8518,07-10-2004
2.8243,2.8251,08-10-2004
2.831,2.8318,11-10-2004
2.8366,2.8374,13-10-2004
2.8623,2.8631,14-10-2004
2.8615,2.8623,15-10-2004
2.8539,2.8547,18-10-2004
2.8698,2.8706,19-10-2004
2.8839,2.8847,20-10-2004
2.8527,2.8535,21-10-2004
2.8481,2.8489,22-10-2004
2.8809,2.8817,25-10-2004
2.8721,2.8729,26-10-2004
2.8577,2.8585,27-10-2004
2.8647,2.8655,28-10-2004
2.8557,2.8565,29-10-2004
2.8582,2.859,01-11-2004
2.8296,2.8304,03-11-2004
2.8203,2.8211,04-11-2004
2.8178,2.8186,05-11-2004
2.8291,2.8299,08-11-2004
2.8279,2.8287,09-11-2004
2.8201,2.8209,10-11-2004
2.8192,2.82,11-11-2004
2.7983,2.7991,12-11-2004
2.7848,2.7856,16-11-2004
2.7666,2.7674,17-11-2004
2.7595,2.7603,18-11-2004
2.7629,2.7637,19-11-2004
2.767,2.7678,22-11-2004
2.7438,2.7446,23-11-2004
2.7477,2.7485,24-11-2004
2.7503,2.7511,25-11-2004
2.7324,2.7332,26-11-2004
2.7394,2.7402,29-11-2004
2.7299,2.7307,30-11-2004
2.7137,2.7145,01-12-2004
2.7231,2.7239,02-12-2004
2.7087,2.7095,03-12-2004
2.7178,2.7186,06-12-2004
2.7314,2.7322,07-12-2004
2.7656,2.7664,08-12-2004
2.7736,2.7744,09-12-2004
2.7859,2.7867,10-12-2004
2.7689,2.7697,13-12-2004
2.7572,2.758,14-12-2004
2.75,2.7508,15-12-2004
2.7285,2.7293,16-12-2004
2.7239,2.7247,17-12-2004
2.6919,2.6927,20-12-2004
2.6884,2.6892,21-12-2004
2.6982,2.699,22-12-2004
2.7059,2.7067,23-12-2004
2.6904,2.6912,24-12-2004
2.6975,2.6983,27-12-2004
2.6887,2.6895,28-12-2004
2.6828,2.6836,29-12-2004
2.6536,2.6544,30-12-2004
2.6536,2.6544,31-12-2004
2.6674,2.6682,03-01-2005
2.6879,2.6887,04-01-2005
2.7088,2.7096,05-01-2005
2.7199,2.7207,06-01-2005
2.7024,2.7032,07-01-2005
2.6965,2.6973,10-01-2005
2.7098,2.7106,11-01-2005
2.7105,2.7113,12-01-2005
2.7003,2.7011,13-01-2005
2.7066,2.7074,14-01-2005
2.6999,2.7007,17-01-2005
2.7131,2.7139,18-01-2005
2.7177,2.7185,19-01-2005
2.7214,2.7222,20-01-2005
2.6991,2.6999,21-01-2005
2.6772,2.678,24-01-2005
2.6786,2.6794,25-01-2005
2.674,2.6748,26-01-2005
2.6637,2.6645,27-01-2005
2.6579,2.6587,28-01-2005
2.624,2.6248,31-01-2005
2.6122,2.613,01-02-2005
2.6232,2.624,02-02-2005
2.6026,2.6034,03-02-2005
2.6022,2.603,04-02-2005
2.607,2.6078,09-02-2005
2.6114,2.6122,10-02-2005
2.6165,2.6173,11-02-2005
2.5826,2.5834,14-02-2005
2.5754,2.5762,15-02-2005
2.5918,2.5926,16-02-2005
2.5729,2.5737,17-02-2005
2.5613,2.5621,18-02-2005
2.5754,2.5762,21-02-2005
2.5929,2.5937,22-02-2005
2.5849,2.5857,23-02-2005
2.609,2.6098,24-02-2005
2.6312,2.632,25-02-2005
2.5942,2.595,28-02-2005
2.6003,2.6011,01-03-2005
2.636,2.6368,02-03-2005
2.669,2.6698,03-03-2005
2.6607,2.6615,04-03-2005
2.6616,2.6624,07-03-2005
2.6926,2.6934,08-03-2005
2.7105,2.7113,09-03-2005
2.7311,2.7319,10-03-2005
2.7013,2.7021,11-03-2005
2.7515,2.7523,14-03-2005
2.7613,2.7621,15-03-2005
2.7562,2.757,16-03-2005
2.7514,2.7522,17-03-2005
2.7155,2.7163,18-03-2005
2.728,2.7288,21-03-2005
2.7052,2.706,22-03-2005
2.7395,2.7403,23-03-2005
2.7295,2.7303,24-03-2005
2.7377,2.7385,28-03-2005
2.7023,2.7031,29-03-2005
2.68,2.6808,30-03-2005
2.6654,2.6662,31-03-2005
2.6542,2.655,01-04-2005
2.659,2.6598,04-04-2005
2.6247,2.6255,05-04-2005
2.6059,2.6067,06-04-2005
2.6011,2.6019,07-04-2005
2.5934,2.5942,08-04-2005
2.5775,2.5783,11-04-2005
2.5891,2.5899,12-04-2005
2.559,2.5598,13-04-2005
2.5739,2.5747,14-04-2005
2.5963,2.5971,15-04-2005
2.6149,2.6157,18-04-2005
2.5817,2.5825,19-04-2005
2.5637,2.5645,20-04-2005
2.5384,2.5392,22-04-2005
2.53,2.5308,25-04-2005
2.5347,2.5355,26-04-2005
2.5187,2.5195,27-04-2005
2.5209,2.5217,28-04-2005
2.5305,2.5313,29-04-2005
2.5138,2.5146,02-05-2005
2.4999,2.5007,03-05-2005
2.4757,2.4765,04-05-2005
2.4679,2.4687,05-05-2005
2.4586,2.4594,06-05-2005
2.453,2.4538,09-05-2005
2.4642,2.465,10-05-2005
2.4711,2.4719,11-05-2005
2.464,2.4648,12-05-2005
2.4707,2.4715,13-05-2005
2.4764,2.4772,16-05-2005
2.4771,2.4779,17-05-2005
2.4628,2.4636,18-05-2005
2.445,2.4458,19-05-2005
2.4485,2.4493,20-05-2005
2.4291,2.4299,23-05-2005
2.4305,2.4313,24-05-2005
2.4108,2.4116,25-05-2005
2.3926,2.3934,27-05-2005
2.3776,2.3784,30-05-2005
2.403,2.4038,31-05-2005
2.4278,2.4286,01-06-2005
2.4194,2.4202,02-06-2005
2.4021,2.4029,03-06-2005
2.4568,2.4576,06-06-2005
2.4624,2.4632,07-06-2005
2.4456,2.4464,08-06-2005
2.4883,2.4891,09-06-2005
2.4743,2.4751,10-06-2005
2.4554,2.4562,13-06-2005
2.4367,2.4375,14-06-2005
2.4447,2.4455,15-06-2005
2.4153,2.4161,16-06-2005
2.3865,2.3873,17-06-2005
2.3847,2.3855,20-06-2005
2.3764,2.3772,21-06-2005
2.3695,2.3703,22-06-2005
2.3924,2.3932,23-06-2005
2.3869,2.3877,24-06-2005
2.3822,2.383,27-06-2005
2.3686,2.3694,28-06-2005
2.3541,2.3549,29-06-2005
2.3496,2.3504,30-06-2005
2.3451,2.3459,01-07-2005
2.3707,2.3715,04-07-2005
2.366,2.3668,05-07-2005
2.3893,2.3901,06-07-2005
2.3882,2.389,07-07-2005
2.3675,2.3683,08-07-2005
2.3494,2.3502,11-07-2005
2.3345,2.3353,12-07-2005
2.3474,2.3482,13-07-2005
2.3425,2.3433,14-07-2005
2.3419,2.3427,15-07-2005
2.3296,2.3304,18-07-2005
2.3426,2.3434,19-07-2005
2.3514,2.3522,20-07-2005
2.3397,2.3405,21-07-2005
2.3753,2.3761,22-07-2005
2.4279,2.4287,25-07-2005
2.4648,2.4656,26-07-2005
2.4431,2.4439,27-07-2005
2.4203,2.4211,28-07-2005
2.3897,2.3905,29-07-2005
2.3777,2.3785,01-08-2005
2.3522,2.353,02-08-2005
2.3143,2.3151,03-08-2005
2.3046,2.3054,04-08-2005
2.2978,2.2986,05-08-2005
2.3092,2.31,08-08-2005
2.3143,2.3151,09-08-2005
2.2759,2.2767,10-08-2005
2.3161,2.3169,11-08-2005
2.375,2.3758,12-08-2005
2.3414,2.3422,15-08-2005
2.3434,2.3442,16-08-2005
2.3484,2.3492,17-08-2005
2.3629,2.3637,18-08-2005
2.4308,2.4316,19-08-2005
2.402,2.4028,22-08-2005
2.4089,2.4097,23-08-2005
2.4227,2.4235,24-08-2005
2.4195,2.4203,25-08-2005
2.4121,2.4129,26-08-2005
2.3987,2.3995,29-08-2005
2.3853,2.3861,30-08-2005
2.3629,2.3637,31-08-2005
2.3615,2.3623,01-09-2005
2.3421,2.3429,02-09-2005
2.3287,2.3295,05-09-2005
2.3254,2.3262,06-09-2005
2.319,2.3198,08-09-2005
2.3167,2.3175,09-09-2005
2.3189,2.3197,12-09-2005
2.3261,2.3269,13-09-2005
2.3292,2.33,14-09-2005
2.3004,2.3012,15-09-2005
2.2929,2.2937,16-09-2005
2.2897,2.2905,19-09-2005
2.294,2.2948,20-09-2005
2.2819,2.2827,21-09-2005
2.2744,2.2752,22-09-2005
2.2674,2.2682,23-09-2005
2.2575,2.2583,26-09-2005
2.2525,2.2533,27-09-2005
2.2425,2.2433,28-09-2005
2.2236,2.2244,29-09-2005
2.2214,2.2222,30-09-2005
2.2331,2.2339,03-10-2005
2.2416,2.2424,04-10-2005
2.2677,2.2685,05-10-2005
2.2878,2.2886,06-10-2005
2.2622,2.263,07-10-2005
2.2376,2.2384,10-10-2005
2.2343,2.2351,11-10-2005
2.2619,2.2627,13-10-2005
2.2503,2.2511,14-10-2005
2.2344,2.2352,17-10-2005
2.2397,2.2405,18-10-2005
2.2527,2.2535,19-10-2005
2.2435,2.2443,20-10-2005
2.2538,2.2546,21-10-2005
2.2615,2.2623,24-10-2005
2.261,2.2618,25-10-2005
2.2738,2.2746,26-10-2005
2.2843,2.2851,27-10-2005
2.2783,2.2791,28-10-2005
2.2535,2.2543,31-10-2005
2.2508,2.2516,01-11-2005
2.2328,2.2336,03-11-2005
2.2223,2.2231,04-11-2005
2.2005,2.2013,07-11-2005
2.2024,2.2032,08-11-2005
2.1709,2.1717,09-11-2005
2.1749,2.1757,10-11-2005
2.1625,2.1633,11-11-2005
2.1982,2.199,14-11-2005
2.1966,2.1974,16-11-2005
2.1858,2.1866,17-11-2005
2.2179,2.2187,18-11-2005
2.2173,2.2181,21-11-2005
2.2503,2.2511,22-11-2005
2.2372,2.238,23-11-2005
2.2362,2.237,24-11-2005
2.2321,2.2329,25-11-2005
2.2086,2.2094,28-11-2005
2.1972,2.198,29-11-2005
2.2062,2.207,30-11-2005
2.2169,2.2177,01-12-2005
2.2053,2.2061,02-12-2005
2.196,2.1968,05-12-2005
2.1799,2.1807,06-12-2005
2.1792,2.18,07-12-2005
2.2119,2.2127,08-12-2005
2.2438,2.2446,09-12-2005
2.2626,2.2634,12-12-2005
2.2557,2.2565,13-12-2005
2.2771,2.2779,14-12-2005
2.2949,2.2957,15-12-2005
2.3348,2.3356,16-12-2005
2.3727,2.3735,19-12-2005
2.3489,2.3497,20-12-2005
2.316,2.3168,21-12-2005
2.3246,2.3254,22-12-2005
2.3319,2.3327,23-12-2005
2.3317,2.3325,26-12-2005
2.3518,2.3526,27-12-2005
2.3475,2.3483,28-12-2005
2.3399,2.3407,29-12-2005
2.3399,2.3407,30-12-2005
2.3362,2.337,02-01-2006
2.3452,2.346,03-01-2006
2.3058,2.3066,04-01-2006
2.2817,2.2825,05-01-2006
2.2862,2.287,06-01-2006
2.2624,2.2632,09-01-2006
2.263,2.2638,10-01-2006
2.2671,2.2679,11-01-2006
2.2721,2.2729,12-01-2006
2.2739,2.2747,13-01-2006
2.2754,2.2762,16-01-2006
2.2916,2.2924,17-01-2006
2.3268,2.3276,18-01-2006
2.3217,2.3225,19-01-2006
2.2748,2.2756,20-01-2006
2.2601,2.2609,23-01-2006
2.2432,2.244,24-01-2006
2.2425,2.2433,25-01-2006
2.2374,2.2382,26-01-2006
2.2144,2.2152,27-01-2006
2.2108,2.2116,30-01-2006
2.2152,2.216,31-01-2006
2.2209,2.2217,01-02-2006
2.2202,2.221,02-02-2006
2.2194,2.2202,03-02-2006
2.1869,2.1877,06-02-2006
2.1858,2.1866,07-02-2006
2.1948,2.1956,08-02-2006
2.177,2.1778,09-02-2006
2.1567,2.1575,10-02-2006
2.1613,2.1621,13-02-2006
2.1427,2.1435,14-02-2006
2.1367,2.1375,15-02-2006
2.1169,2.1177,16-02-2006
2.1178,2.1186,17-02-2006
2.1174,2.1182,20-02-2006
2.1289,2.1297,21-02-2006
2.1476,2.1484,22-02-2006
2.1345,2.1353,23-02-2006
2.1347,2.1355,24-02-2006
2.1173,2.1181,01-03-2006
2.1126,2.1134,02-03-2006
2.1147,2.1155,03-03-2006
2.1253,2.1261,06-03-2006
2.1674,2.1682,07-03-2006
2.177,2.1778,08-03-2006
2.1607,2.1615,09-03-2006
2.1439,2.1447,10-03-2006
2.1341,2.1349,13-03-2006
2.1261,2.1269,14-03-2006
2.1207,2.1215,15-03-2006
2.1059,2.1067,16-03-2006
2.118,2.1188,17-03-2006
2.1378,2.1386,20-03-2006
2.1583,2.1591,21-03-2006
2.1545,2.1553,22-03-2006
2.1498,2.1506,23-03-2006
2.162,2.1628,24-03-2006
2.1796,2.1804,27-03-2006
2.223,2.2238,28-03-2006
2.222,2.2228,29-03-2006
2.1944,2.1952,30-03-2006
2.1716,2.1724,31-03-2006
2.1534,2.1542,03-04-2006
2.1285,2.1293,04-04-2006
