compra,venda,data
2814.0,2828.0,03-12-1984
2814.0,2828.0,03-12-1984
2867.0,2881.0,04-12-1984
2867.0,2881.0,05-12-1984
2867.0,2881.0,05-12-1984
2908.0,2923.0,05-12-1984
2908.0,2923.0,06-12-1984
2908.0,2923.0,07-12-1984
2950.0,2965.0,10-12-1984
2950.0,2965.0,11-12-1984
2950.0,2965.0,12-12-1984
2950.0,2965.0,13-12-1984
2993.0,3008.0,14-12-1984
2993.0,3008.0,17-12-1984
2993.0,3008.0,18-12-1984
2993.0,3008.0,19-12-1984
3041.0,3056.0,20-12-1984
3041.0,3056.0,21-12-1984
3041.0,3056.0,24-12-1984
3091.0,3106.0,26-12-1984
3091.0,3106.0,27-12-1984
3168.0,3184.0,28-12-1984
3228.0,3244.0,07-01-1985
3228.0,3244.0,08-01-1985
3228.0,3244.0,09-01-1985
3228.0,3244.0,10-01-1985
3301.0,3318.0,11-01-1985
3301.0,3318.0,14-01-1985
3301.0,3318.0,15-01-1985
3376.0,3393.0,16-01-1985
3376.0,3393.0,17-01-1985
3376.0,3393.0,18-01-1985
3376.0,3393.0,21-01-1985
3441.0,3458.0,22-01-1985
3441.0,3458.0,23-01-1985
3441.0,3458.0,24-01-1985
3441.0,3458.0,25-01-1985
3494.0,3511.0,28-01-1985
3494.0,3511.0,29-01-1985
3494.0,3511.0,30-01-1985
3567.0,3585.0,31-01-1985
3567.0,3585.0,01-02-1985
3567.0,3585.0,04-02-1985
3567.0,3585.0,05-02-1985
3567.0,3585.0,06-02-1985
3638.0,3656.0,07-02-1985
3638.0,3656.0,08-02-1985
3710.0,3729.0,11-02-1985
3710.0,3729.0,12-02-1985
3710.0,3729.0,13-02-1985
3783.0,3802.0,14-02-1985
3783.0,3802.0,15-02-1985
3783.0,3802.0,20-02-1985
3856.0,3875.0,21-02-1985
3856.0,3875.0,22-02-1985
3916.0,3936.0,25-02-1985
3916.0,3936.0,26-02-1985
3916.0,3936.0,27-02-1985
3931.0,3951.0,28-02-1985
3931.0,3951.0,01-03-1985
3931.0,3951.0,04-03-1985
3997.0,4017.0,05-03-1985
3997.0,4017.0,06-03-1985
3997.0,4017.0,07-03-1985
3997.0,4017.0,08-03-1985
4068.0,4088.0,11-03-1985
4068.0,4088.0,12-03-1985
4068.0,4088.0,13-03-1985
4140.0,4161.0,14-03-1985
4140.0,4161.0,15-03-1985
4140.0,4161.0,18-03-1985
4140.0,4161.0,19-03-1985
4180.0,4200.0,20-03-1985
4180.0,4200.0,21-03-1985
4230.0,4250.0,22-03-1985
4270.0,4290.0,25-03-1985
4310.0,4330.0,26-03-1985
4350.0,4370.0,27-03-1985
4380.0,4400.0,28-03-1985
4430.0,4450.0,29-03-1985
4450.0,4470.0,01-04-1985
4480.0,4500.0,02-04-1985
4510.0,4530.0,03-04-1985
4540.0,4560.0,08-04-1985
4560.0,4580.0,09-04-1985
4580.0,4600.0,10-04-1985
4610.0,4630.0,11-04-1985
4630.0,4650.0,12-04-1985
4660.0,4680.0,15-04-1985
4690.0,4710.0,16-04-1985
4710.0,4730.0,17-04-1985
4740.0,4760.0,18-04-1985
4770.0,4790.0,19-04-1985
4820.0,4840.0,23-04-1985
4850.0,4870.0,24-04-1985
4870.0,4890.0,25-04-1985
4900.0,4920.0,26-04-1985
4930.0,4950.0,29-04-1985
4960.0,4980.0,30-04-1985
4980.0,5000.0,02-05-1985
5000.0,5020.0,03-05-1985
5030.0,5050.0,06-05-1985
5050.0,5070.0,07-05-1985
5070.0,5090.0,08-05-1985
5090.0,5110.0,09-05-1985
5110.0,5130.0,10-05-1985
5140.0,5160.0,13-05-1985
5160.0,5180.0,14-05-1985
5180.0,5200.0,15-05-1985
5200.0,5220.0,16-05-1985
5220.0,5240.0,17-05-1985
5250.0,5270.0,20-05-1985
5270.0,5290.0,21-05-1985
5290.0,5310.0,22-05-1985
5320.0,5340.0,23-05-1985
5340.0,5360.0,24-05-1985
5370.0,5390.0,27-05-1985
5390.0,5410.0,28-05-1985
5410.0,5430.0,29-05-1985
5430.0,5450.0,30-05-1985
5460.0,5480.0,31-05-1985
5490.0,5510.0,03-06-1985
5510.0,5530.0,04-06-1985
5540.0,5560.0,05-06-1985
5560.0,5580.0,06-06-1985
5560.0,5580.0,07-06-1985
5590.0,5610.0,10-06-1985
5610.0,5630.0,11-06-1985
5640.0,5660.0,12-06-1985
5670.0,5690.0,13-06-1985
5690.0,5710.0,14-06-1985
5720.0,5740.0,17-06-1985
5750.0,5770.0,18-06-1985
5770.0,5790.0,19-06-1985
5800.0,5820.0,20-06-1985
5830.0,5850.0,21-06-1985
5860.0,5880.0,24-06-1985
5880.0,5900.0,25-06-1985
5910.0,5930.0,26-06-1985
5940.0,5960.0,27-06-1985
5960.0,5980.0,28-06-1985
5980.0,6000.0,01-07-1985
6000.0,6020.0,02-07-1985
6020.0,6040.0,03-07-1985
6040.0,6060.0,04-07-1985
6060.0,6080.0,05-07-1985
6080.0,6100.0,08-07-1985
6100.0,6120.0,09-07-1985
6120.0,6140.0,10-07-1985
6140.0,6160.0,11-07-1985
6160.0,6180.0,12-07-1985
6180.0,6200.0,15-07-1985
6200.0,6220.0,16-07-1985
6220.0,6240.0,17-07-1985
6240.0,6260.0,18-07-1985
6260.0,6280.0,19-07-1985
6280.0,6300.0,22-07-1985
6300.0,6320.0,23-07-1985
6320.0,6340.0,24-07-1985
6340.0,6360.0,25-07-1985
6360.0,6380.0,26-07-1985
6380.0,6400.0,29-07-1985
6400.0,6420.0,30-07-1985
6420.0,6440.0,31-07-1985
6440.0,6460.0,01-08-1985
6460.0,6480.0,02-08-1985
6490.0,6510.0,05-08-1985
6510.0,6530.0,06-08-1985
6540.0,6560.0,07-08-1985
6560.0,6580.0,08-08-1985
6580.0,6600.0,09-08-1985
6610.0,6630.0,12-08-1985
6630.0,6650.0,13-08-1985
6650.0,6670.0,14-08-1985
6680.0,6700.0,15-08-1985
6700.0,6720.0,16-08-1985
6730.0,6750.0,19-08-1985
6750.0,6770.0,20-08-1985
6770.0,6790.0,21-08-1985
6800.0,6820.0,22-08-1985
6820.0,6840.0,23-08-1985
6850.0,6870.0,26-08-1985
6870.0,6890.0,27-08-1985
6900.0,6920.0,28-08-1985
6920.0,6940.0,29-08-1985
6950.0,6970.0,30-08-1985
6995.0,7030.0,02-09-1985
7040.0,7075.0,03-09-1985
7090.0,7125.0,04-09-1985
7135.0,7170.0,05-09-1985
7180.0,7215.0,06-09-1985
7230.0,7265.0,09-09-1985
7275.0,7310.0,10-09-1985
7325.0,7360.0,11-09-1985
7370.0,7405.0,12-09-1985
7420.0,7455.0,13-09-1985
7455.0,7490.0,16-09-1985
7490.0,7525.0,17-09-1985
7520.0,7560.0,18-09-1985
7555.0,7595.0,19-09-1985
7590.0,7630.0,20-09-1985
7625.0,7665.0,23-09-1985
7660.0,7700.0,24-09-1985
7690.0,7730.0,25-09-1985
7725.0,7765.0,26-09-1985
7760.0,7800.0,27-09-1985
7785.0,7825.0,30-09-1985
7815.0,7855.0,01-10-1985
7840.0,7880.0,02-10-1985
7870.0,7910.0,03-10-1985
7900.0,7940.0,04-10-1985
7925.0,7965.0,07-10-1985
7955.0,7995.0,08-10-1985
7980.0,8020.0,09-10-1985
8010.0,8050.0,10-10-1985
8040.0,8080.0,11-10-1985
8065.0,8105.0,14-10-1985
8095.0,8135.0,15-10-1985
8130.0,8170.0,16-10-1985
8165.0,8205.0,17-10-1985
8200.0,8240.0,18-10-1985
8235.0,8275.0,21-10-1985
8270.0,8310.0,22-10-1985
8305.0,8345.0,23-10-1985
8340.0,8380.0,24-10-1985
8375.0,8415.0,25-10-1985
8410.0,8450.0,28-10-1985
8445.0,8485.0,29-10-1985
8480.0,8520.0,30-10-1985
8515.0,8560.0,31-10-1985
8550.0,8595.0,01-11-1985
8580.0,8625.0,04-11-1985
8610.0,8655.0,05-11-1985
8640.0,8685.0,06-11-1985
8670.0,8715.0,07-11-1985
8700.0,8745.0,08-11-1985
8730.0,8775.0,11-11-1985
8760.0,8805.0,12-11-1985
8795.0,8840.0,13-11-1985
8825.0,8870.0,14-11-1985
8870.0,8915.0,18-11-1985
8915.0,8960.0,19-11-1985
8960.0,9005.0,20-11-1985
9005.0,9050.0,21-11-1985
9050.0,9095.0,22-11-1985
9100.0,9145.0,25-11-1985
9150.0,9195.0,26-11-1985
9200.0,9245.0,27-11-1985
9255.0,9300.0,28-11-1985
9305.0,9350.0,29-11-1985
9355.0,9400.0,02-12-1985
9405.0,9450.0,03-12-1985
9450.0,9495.0,04-12-1985
9500.0,9545.0,05-12-1985
9550.0,9600.0,06-12-1985
9605.0,9655.0,09-12-1985
9655.0,9705.0,10-12-1985
9705.0,9755.0,11-12-1985
9755.0,9805.0,12-12-1985
9805.0,9855.0,13-12-1985
9865.0,9915.0,16-12-1985
9925.0,9975.0,17-12-1985
9985.0,10035.0,18-12-1985
10050.0,10100.0,19-12-1985
10110.0,10160.0,20-12-1985
10175.0,10225.0,23-12-1985
10240.0,10290.0,24-12-1985
10310.0,10360.0,26-12-1985
10375.0,10425.0,27-12-1985
10440.0,10490.0,30-12-1985
10505.0,10560.0,02-01-1986
10575.0,10630.0,03-01-1986
10640.0,10695.0,06-01-1986
10705.0,10760.0,07-01-1986
10775.0,10830.0,08-01-1986
10840.0,10895.0,09-01-1986
10910.0,10965.0,10-01-1986
10980.0,11035.0,13-01-1986
11045.0,11100.0,14-01-1986
11115.0,11170.0,15-01-1986
11190.0,11245.0,16-01-1986
11260.0,11315.0,17-01-1986
11335.0,11390.0,20-01-1986
11415.0,11470.0,21-01-1986
11490.0,11545.0,22-01-1986
11570.0,11630.0,23-01-1986
11650.0,11710.0,24-01-1986
11735.0,11795.0,27-01-1986
11825.0,11885.0,28-01-1986
11915.0,11975.0,29-01-1986
12005.0,12065.0,30-01-1986
12095.0,12155.0,31-01-1986
12195.0,12255.0,03-02-1986
12295.0,12355.0,04-02-1986
12395.0,12455.0,05-02-1986
12500.0,12560.0,06-02-1986
12600.0,12665.0,07-02-1986
12705.0,12770.0,12-02-1986
12810.0,12875.0,13-02-1986
12920.0,12985.0,14-02-1986
13000.0,13065.0,17-02-1986
13080.0,13145.0,18-02-1986
13160.0,13225.0,19-02-1986
13240.0,13305.0,20-02-1986
13320.0,13385.0,21-02-1986
13410.0,13475.0,24-02-1986
13500.0,13570.0,25-02-1986
13590.0,13660.0,26-02-1986
13680.0,13750.0,27-02-1986
13.77,13.84,03-03-1986
13.77,13.84,04-03-1986
13.77,13.84,05-03-1986
13.77,13.84,06-03-1986
13.77,13.84,07-03-1986
13.77,13.84,10-03-1986
13.77,13.84,11-03-1986
13.77,13.84,12-03-1986
13.77,13.84,13-03-1986
13.77,13.84,14-03-1986
13.77,13.84,17-03-1986
13.77,13.84,18-03-1986
13.77,13.84,19-03-1986
13.77,13.84,20-03-1986
13.77,13.84,21-03-1986
13.77,13.84,24-03-1986
13.77,13.84,25-03-1986
13.77,13.84,26-03-1986
13.77,13.84,31-03-1986
13.77,13.84,01-04-1986
13.77,13.84,02-04-1986
13.77,13.84,03-04-1986
13.77,13.84,04-04-1986
13.77,13.84,07-04-1986
13.77,13.84,08-04-1986
13.77,13.84,09-04-1986
13.77,13.84,10-04-1986
13.77,13.84,11-04-1986
13.77,13.84,14-04-1986
13.77,13.84,15-04-1986
13.77,13.84,16-04-1986
13.77,13.84,17-04-1986
13.77,13.84,18-04-1986
13.77,13.84,22-04-1986
13.77,13.84,23-04-1986
13.77,13.84,24-04-1986
13.77,13.84,25-04-1986
13.77,13.84,28-04-1986
13.77,13.84,29-04-1986
13.77,13.84,30-04-1986
13.77,13.84,02-05-1986
13.77,13.84,05-05-1986
13.77,13.84,06-05-1986
13.77,13.84,07-05-1986
13.77,13.84,08-05-1986
13.77,13.84,09-05-1986
13.77,13.84,12-05-1986
13.77,13.84,13-05-1986
13.77,13.84,14-05-1986
13.77,13.84,15-05-1986
13.77,13.84,16-05-1986
13.77,13.84,19-05-1986
13.77,13.84,20-05-1986
13.77,13.84,21-05-1986
13.77,13.84,22-05-1986
13.77,13.84,23-05-1986
13.77,13.84,27-05-1986
13.77,13.84,28-05-1986
13.77,13.84,29-05-1986
13.77,13.84,30-05-1986
13.77,13.84,02-06-1986
13.77,13.84,03-06-1986
13.77,13.84,04-06-1986
13.77,13.84,05-06-1986
13.77,13.84,06-06-1986
13.77,13.84,09-06-1986
13.77,13.84,10-06-1986
13.77,13.84,11-06-1986
13.77,13.84,12-06-1986
13.77,13.84,13-06-1986
13.77,13.84,16-06-1986
13.77,13.84,17-06-1986
13.77,13.84,18-06-1986
13.77,13.84,19-06-1986
13.77,13.84,20-06-1986
13.77,13.84,23-06-1986
13.77,13.84,24-06-1986
13.77,13.84,25-06-1986
13.77,13.84,26-06-1986
13.77,13.84,27-06-1986
13.77,13.84,30-06-1986
13.77,13.84,01-07-1986
13.77,13.84,02-07-1986
13.77,13.84,03-07-1986
13.77,13.84,04-07-1986
13.77,13.84,07-07-1986
13.77,13.84,08-07-1986
13.77,13.84,09-07-1986
13.77,13.84,10-07-1986
13.77,13.84,11-07-1986
13.77,13.84,14-07-1986
13.77,13.84,15-07-1986
13.77,13.84,16-07-1986
13.77,13.84,17-07-1986
13.77,13.84,18-07-1986
13.77,13.84,21-07-1986
13.77,13.84,22-07-1986
13.77,13.84,23-07-1986
13.77,13.84,24-07-1986
13.77,13.84,25-07-1986
13.77,13.84,28-07-1986
13.77,13.84,29-07-1986
13.77,13.84,30-07-1986
13.77,13.84,31-07-1986
13.77,13.84,01-08-1986
13.77,13.84,04-08-1986
13.77,13.84,05-08-1986
13.77,13.84,06-08-1986
13.77,13.84,07-08-1986
13.77,13.84,08-08-1986
13.77,13.84,11-08-1986
13.77,13.84,12-08-1986
13.77,13.84,13-08-1986
13.77,13.84,14-08-1986
13.77,13.84,15-08-1986
13.77,13.84,18-08-1986
13.77,13.84,19-08-1986
13.77,13.84,20-08-1986
13.77,13.84,21-08-1986
13.77,13.84,22-08-1986
13.77,13.84,25-08-1986
13.77,13.84,26-08-1986
13.77,13.84,27-08-1986
13.77,13.84,28-08-1986
13.77,13.84,29-08-1986
13.77,13.84,01-09-1986
13.77,13.84,02-09-1986
13.77,13.84,03-09-1986
13.77,13.84,04-09-1986
13.77,13.84,05-09-1986
13.77,13.84,08-09-1986
13.77,13.84,09-09-1986
13.77,13.84,10-09-1986
13.77,13.84,11-09-1986
13.77,13.84,12-09-1986
13.77,13.84,15-09-1986
13.77,13.84,16-09-1986
13.77,13.84,17-09-1986
13.77,13.84,18-09-1986
13.77,13.84,19-09-1986
13.77,13.84,22-09-1986
13.77,13.84,23-09-1986
13.77,13.84,24-09-1986
13.77,13.84,25-09-1986
13.77,13.84,26-09-1986
13.77,13.84,29-09-1986
13.77,13.84,30-09-1986
13.77,13.84,01-10-1986
13.77,13.84,02-10-1986
13.77,13.84,03-10-1986
13.77,13.84,06-10-1986
13.77,13.84,07-10-1986
13.77,13.84,08-10-1986
13.77,13.84,09-10-1986
13.77,13.84,10-10-1986
13.77,13.84,13-10-1986
13.77,13.84,14-10-1986
13.77,13.84,15-10-1986
14.02,14.09,16-10-1986
14.02,14.09,17-10-1986
14.02,14.09,20-10-1986
14.02,14.09,21-10-1986
14.02,14.09,22-10-1986
14.02,14.09,23-10-1986
14.02,14.09,24-10-1986
14.02,14.09,27-10-1986
14.02,14.09,28-10-1986
14.02,14.09,29-10-1986
14.02,14.09,30-10-1986
14.02,14.09,31-10-1986
14.02,14.09,03-11-1986
14.02,14.09,04-11-1986
14.02,14.09,05-11-1986
14.02,14.09,06-11-1986
14.02,14.09,07-11-1986
14.02,14.09,10-11-1986
14.02,14.09,11-11-1986
14.02,14.09,12-11-1986
14.02,14.09,13-11-1986
14.02,14.09,14-11-1986
14.02,14.09,17-11-1986
14.02,14.09,18-11-1986
14.02,14.09,19-11-1986
14.02,14.09,20-11-1986
14.02,14.09,21-11-1986
14.056,14.126,24-11-1986
14.072,14.142,25-11-1986
14.089,14.159,26-11-1986
14.107,14.177,27-11-1986
14.125,14.196,28-11-1986
14.145,14.216,01-12-1986
14.172,14.243,02-12-1986
14.208,14.279,03-12-1986
14.239,14.31,04-12-1986
14.269,14.34,05-12-1986
14.3,14.371,08-12-1986
14.332,14.403,09-12-1986
14.367,14.439,10-12-1986
14.402,14.474,11-12-1986
14.436,14.508,12-12-1986
14.47,14.542,15-12-1986
14.504,14.577,16-12-1986
14.538,14.611,17-12-1986
14.572,14.645,18-12-1986
14.607,14.68,19-12-1986
14.642,14.715,22-12-1986
14.677,14.75,23-12-1986
14.713,14.786,24-12-1986
14.749,14.822,26-12-1986
14.785,14.859,29-12-1986
14.821,14.895,30-12-1986
14.917,14.992,02-01-1987
14.962,15.037,05-01-1987
15.024,15.099,06-01-1987
15.085,15.16,07-01-1987
15.146,15.222,08-01-1987
15.207,15.283,09-01-1987
15.283,15.359,12-01-1987
15.359,15.436,13-01-1987
15.435,15.512,14-01-1987
15.511,15.589,15-01-1987
15.59,15.668,16-01-1987
15.67,15.748,19-01-1987
15.75,15.829,20-01-1987
15.831,15.91,21-01-1987
15.912,15.992,22-01-1987
15.994,16.074,23-01-1987
16.085,16.165,26-01-1987
16.177,16.258,27-01-1987
16.269,16.35,28-01-1987
16.362,16.444,29-01-1987
16.455,16.537,30-01-1987
16.549,16.632,02-02-1987
16.676,16.759,03-02-1987
16.804,16.888,04-02-1987
16.933,17.018,05-02-1987
17.063,17.148,06-02-1987
17.203,17.289,09-02-1987
17.368,17.455,10-02-1987
17.542,17.63,11-02-1987
17.717,17.806,12-02-1987
17.896,17.985,13-02-1987
18.078,18.168,16-02-1987
18.262,18.353,17-02-1987
18.447,18.539,18-02-1987
18.635,18.728,19-02-1987
18.825,18.919,20-02-1987
19.017,19.112,23-02-1987
19.211,19.307,24-02-1987
19.407,19.504,25-02-1987
19.58,19.678,26-02-1987
19.697,19.795,27-02-1987
19.803,19.902,04-03-1987
19.912,20.012,05-03-1987
20.022,20.122,06-03-1987
20.147,20.248,09-03-1987
20.272,20.373,10-03-1987
20.399,20.501,11-03-1987
20.526,20.629,12-03-1987
20.626,20.729,13-03-1987
20.709,20.813,16-03-1987
20.824,20.928,17-03-1987
20.94,21.045,18-03-1987
21.055,21.16,19-03-1987
21.173,21.279,20-03-1987
21.293,21.399,23-03-1987
21.414,21.521,24-03-1987
21.536,21.644,25-03-1987
21.659,21.767,26-03-1987
21.783,21.892,27-03-1987
21.908,22.018,30-03-1987
22.034,22.144,31-03-1987
22.16,22.271,01-04-1987
22.287,22.398,02-04-1987
22.415,22.527,03-04-1987
22.543,22.656,06-04-1987
22.69,22.803,07-04-1987
22.84,22.954,08-04-1987
22.991,23.106,09-04-1987
23.167,23.283,10-04-1987
23.345,23.462,13-04-1987
23.522,23.64,14-04-1987
23.701,23.82,15-04-1987
23.883,24.002,21-04-1987
24.069,24.189,22-04-1987
24.257,24.378,23-04-1987
24.447,24.569,24-04-1987
24.638,24.761,27-04-1987
24.847,24.971,28-04-1987
25.076,25.201,29-04-1987
25.307,25.434,30-04-1987
27.455,27.592,04-05-1987
27.71,27.849,05-05-1987
27.969,28.109,06-05-1987
28.232,28.373,07-05-1987
28.588,28.731,08-05-1987
28.938,29.083,11-05-1987
29.371,29.518,12-05-1987
29.812,29.961,13-05-1987
30.262,30.413,14-05-1987
30.72,30.874,15-05-1987
30.996,31.151,18-05-1987
31.278,31.434,19-05-1987
31.565,31.723,20-05-1987
31.857,32.016,21-05-1987
32.155,32.316,22-05-1987
32.464,32.626,25-05-1987
32.784,32.948,26-05-1987
33.127,33.293,27-05-1987
33.475,33.642,28-05-1987
33.827,33.996,29-05-1987
34.186,34.357,01-06-1987
34.548,34.721,02-06-1987
34.912,35.087,03-06-1987
35.279,35.455,04-06-1987
35.649,35.827,05-06-1987
36.023,36.203,08-06-1987
36.401,36.583,09-06-1987
36.781,36.965,10-06-1987
37.162,37.348,11-06-1987
37.542,37.73,12-06-1987
41.508,41.716,16-06-1987
41.674,41.882,17-06-1987
41.837,42.046,18-06-1987
42.0,42.21,19-06-1987
42.164,42.375,22-06-1987
42.328,42.54,23-06-1987
42.493,42.705,24-06-1987
42.659,42.872,25-06-1987
42.825,43.039,26-06-1987
42.992,43.207,29-06-1987
43.16,43.376,30-06-1987
43.328,43.545,01-07-1987
43.48,43.697,02-07-1987
43.632,43.85,03-07-1987
43.785,44.004,06-07-1987
43.938,44.158,07-07-1987
44.079,44.299,08-07-1987
44.211,44.432,09-07-1987
44.344,44.566,10-07-1987
44.468,44.69,13-07-1987
44.584,44.807,14-07-1987
44.695,44.918,15-07-1987
44.805,45.029,16-07-1987
44.908,45.133,17-07-1987
45.009,45.234,20-07-1987
45.11,45.336,21-07-1987
45.2,45.426,22-07-1987
45.284,45.51,23-07-1987
45.37,45.597,24-07-1987
45.456,45.683,27-07-1987
45.536,45.763,28-07-1987
45.622,45.849,29-07-1987
45.703,45.932,30-07-1987
45.792,46.021,31-07-1987
45.879,46.108,03-08-1987
45.966,46.196,04-08-1987
46.054,46.284,05-08-1987
46.141,46.372,06-08-1987
46.229,46.46,07-08-1987
46.316,46.548,10-08-1987
46.404,46.636,11-08-1987
46.493,46.725,12-08-1987
46.59,46.823,13-08-1987
46.698,46.931,14-08-1987
46.814,47.048,17-08-1987
46.939,47.174,18-08-1987
47.065,47.3,19-08-1987
47.191,47.427,20-08-1987
47.322,47.559,21-08-1987
47.454,47.691,24-08-1987
47.586,47.824,25-08-1987
47.718,47.957,26-08-1987
47.851,48.09,27-08-1987
47.984,48.224,28-08-1987
48.117,48.358,31-08-1987
48.251,48.492,01-09-1987
48.385,48.627,02-09-1987
48.519,48.762,03-09-1987
48.655,48.898,04-09-1987
48.79,49.034,08-09-1987
48.925,49.17,09-09-1987
49.062,49.307,10-09-1987
49.198,49.444,11-09-1987
49.334,49.581,14-09-1987
49.472,49.719,15-09-1987
49.609,49.857,16-09-1987
49.747,49.996,17-09-1987
49.886,50.135,18-09-1987
50.024,50.274,21-09-1987
50.163,50.414,22-09-1987
50.302,50.554,23-09-1987
50.442,50.694,24-09-1987
50.582,50.835,25-09-1987
50.722,50.976,28-09-1987
50.875,51.129,29-09-1987
51.027,51.282,30-09-1987
51.18,51.436,01-10-1987
51.333,51.59,02-10-1987
51.488,51.745,05-10-1987
51.642,51.9,06-10-1987
51.811,52.07,07-10-1987
51.981,52.241,08-10-1987
52.168,52.429,09-10-1987
52.355,52.617,13-10-1987
52.543,52.806,14-10-1987
52.752,53.016,15-10-1987
52.962,53.227,16-10-1987
53.198,53.464,19-10-1987
53.435,53.702,20-10-1987
53.673,53.941,21-10-1987
53.946,54.216,22-10-1987
54.222,54.493,23-10-1987
54.499,54.771,26-10-1987
54.776,55.05,27-10-1987
55.056,55.331,28-10-1987
55.336,55.613,29-10-1987
55.619,55.897,30-10-1987
55.909,56.189,03-11-1987
56.202,56.483,04-11-1987
56.496,56.778,05-11-1987
56.791,57.075,06-11-1987
57.089,57.374,09-11-1987
57.387,57.674,10-11-1987
57.705,57.994,11-11-1987
58.026,58.316,12-11-1987
58.348,58.64,13-11-1987
58.673,58.966,16-11-1987
59.009,59.304,17-11-1987
59.347,59.644,18-11-1987
59.688,59.986,19-11-1987
60.03,60.33,20-11-1987
60.383,60.685,23-11-1987
60.825,61.129,24-11-1987
61.27,61.576,25-11-1987
61.718,62.027,26-11-1987
62.235,62.546,27-11-1987
62.755,63.069,30-11-1987
63.28,63.596,01-12-1987
63.651,63.969,02-12-1987
64.024,64.344,03-12-1987
64.399,64.721,04-12-1987
64.776,65.1,07-12-1987
65.155,65.481,08-12-1987
65.537,65.865,09-12-1987
65.921,66.251,10-12-1987
66.307,66.639,11-12-1987
66.697,67.03,14-12-1987
67.088,67.423,15-12-1987
67.481,67.818,16-12-1987
67.876,68.215,17-12-1987
68.274,68.615,18-12-1987
68.674,69.017,21-12-1987
69.076,69.421,22-12-1987
69.481,69.828,23-12-1987
69.888,70.237,24-12-1987
70.298,70.649,28-12-1987
70.825,71.179,29-12-1987
71.356,71.713,30-12-1987
71.892,72.251,04-01-1988
72.431,72.793,05-01-1988
72.974,73.339,06-01-1988
73.521,73.889,07-01-1988
74.073,74.443,08-01-1988
74.628,75.001,11-01-1988
75.188,75.564,12-01-1988
75.752,76.131,13-01-1988
76.32,76.702,14-01-1988
76.893,77.277,15-01-1988
77.47,77.857,18-01-1988
78.051,78.441,19-01-1988
78.636,79.029,20-01-1988
79.226,79.622,21-01-1988
79.82,80.219,22-01-1988
80.419,80.821,25-01-1988
81.054,81.459,26-01-1988
81.694,82.102,27-01-1988
82.338,82.75,28-01-1988
82.988,83.403,29-01-1988
83.643,84.061,01-02-1988
84.326,84.748,02-02-1988
85.016,85.441,03-02-1988
85.711,86.14,04-02-1988
86.412,86.844,05-02-1988
87.118,87.554,08-02-1988
87.831,88.27,09-02-1988
88.549,88.992,10-02-1988
89.274,89.72,11-02-1988
90.088,90.538,12-02-1988
90.909,91.364,17-02-1988
91.738,92.197,18-02-1988
92.575,93.038,19-02-1988
93.42,93.887,22-02-1988
94.32,94.792,23-02-1988
95.23,95.706,24-02-1988
96.147,96.628,25-02-1988
97.074,97.559,26-02-1988
98.009,98.499,29-02-1988
98.953,99.448,01-03-1988
99.79,100.29,02-03-1988
100.64,101.14,03-03-1988
101.35,101.86,04-03-1988
102.05,102.56,07-03-1988
102.75,103.27,08-03-1988
103.46,103.98,09-03-1988
104.17,104.7,10-03-1988
104.9,105.42,11-03-1988
105.58,106.11,14-03-1988
106.27,106.8,15-03-1988
106.96,107.5,16-03-1988
107.67,108.2,17-03-1988
108.37,108.91,18-03-1988
109.08,109.62,21-03-1988
109.79,110.34,22-03-1988
110.51,111.06,23-03-1988
111.23,111.79,24-03-1988
111.92,112.47,25-03-1988
112.6,113.16,28-03-1988
113.29,113.85,29-03-1988
113.98,114.55,30-03-1988
114.97,115.54,04-04-1988
115.96,116.54,05-04-1988
116.96,117.55,06-04-1988
117.98,118.57,07-04-1988
119.05,119.64,08-04-1988
120.12,120.72,11-04-1988
121.21,121.81,12-04-1988
122.3,122.91,13-04-1988
123.36,123.97,14-04-1988
124.53,125.15,15-04-1988
125.77,126.4,19-04-1988
127.03,127.67,20-04-1988
128.31,128.95,21-04-1988
129.59,130.24,22-04-1988
130.89,131.54,25-04-1988
132.33,132.99,26-04-1988
133.79,134.46,27-04-1988
135.27,135.94,28-04-1988
136.75,137.44,29-04-1988
137.87,138.56,02-05-1988
139.08,139.77,03-05-1988
140.29,141.0,04-05-1988
141.53,142.24,05-05-1988
142.77,143.49,06-05-1988
144.03,144.75,09-05-1988
145.29,146.02,10-05-1988
146.57,147.3,11-05-1988
147.85,148.59,12-05-1988
149.15,149.89,16-05-1988
150.45,151.2,17-05-1988
151.77,152.53,18-05-1988
153.1,153.87,19-05-1988
154.46,155.24,20-05-1988
155.84,156.62,23-05-1988
157.14,157.93,24-05-1988
158.46,159.25,25-05-1988
159.78,160.58,26-05-1988
160.45,161.25,27-05-1988
161.88,162.69,31-05-1988
163.13,163.95,01-06-1988
164.4,165.22,02-06-1988
165.67,166.5,03-06-1988
166.95,167.79,06-06-1988
168.25,169.09,07-06-1988
169.55,170.4,08-06-1988
170.87,171.72,09-06-1988
172.19,173.05,10-06-1988
173.48,174.34,13-06-1988
174.82,175.69,14-06-1988
176.17,177.05,15-06-1988
177.54,178.43,16-06-1988
178.94,179.83,17-06-1988
180.36,181.26,20-06-1988
181.85,182.76,21-06-1988
183.35,184.27,22-06-1988
184.87,185.79,23-06-1988
186.61,187.55,24-06-1988
188.38,189.32,27-06-1988
190.16,191.11,28-06-1988
191.96,192.92,29-06-1988
193.66,194.63,30-06-1988
195.25,196.23,01-07-1988
